artist_familiarity,artist_hotttnesss,artist_latitude,artist_longitude,artist_name,song_hotttnesss,audio_md5,duration,end_of_fade_in,key,key_confidence,loudness,start_of_fade_out,tempo,time_signature,time_signature_confidence,year
0.4167540118109195,0.3400461538173161,,,b'I.N.T.',0.2669551862755385,b'bd3c39cf3634a2cf21896439e442904d',152.92036,2.13,7,0.0,-7.433,149.066,93.105,4,1.0,0
0.5240081723196667,0.3490378943527972,,,b'The Edgar Broughton Band',0.0,b'cd85f54f8632a1b45ee42e5f1126357c',245.44608,0.386,0,0.952,-12.135,235.59,100.799,4,0.544,1970
0.5177077519253539,0.2581119880277058,,,b'D.A.R.',,b'bc7748d86f3ea3f95cf2c452307ab314',250.122,0.0,2,0.472,-6.657,250.122,176.298,1,0.0,0
0.5081880674906973,0.0,,,b'Bruford',,b'4df1ea85f288c5ea258a7f35acaff589',351.42485,4.859,6,0.381,-14.857,341.769,78.136,3,1.0,1979
0.5598275317945155,0.3677447423876351,,,b'Joy Kitikonti',,b'2e9962faa3be3615b1f71be9dc90caa7',384.57424,0.241,11,0.465,-7.856,368.1,137.999,4,0.0,0
0.6495831072184148,0.4613458520163567,49.01037,8.4092,b'Snowgoons',,b'd66adb287b814571d1d8e5ee327a554d',239.64689,0.142,1,0.626,-4.615,230.586,94.281,4,0.918,2009
0.8507899885550886,0.8380955324254648,40.23447,-74.29504,b'Bruce Springsteen',,b'6376c8b76de26006c548942e5a16ec67',591.62077,0.0,5,0.598,-5.67,584.202,167.559,1,0.0,1973
0.3907608398533895,0.2076758378001374,,,b'Simon Harris',,b'2052eee99c7b2b2f3eb66fb22b7c5295',6.08608,0.271,1,0.0,-18.797,6.086,0.0,1,0.0,0
0.540750151435823,0.3796512190020614,,,b'Don Gibson',,b'9398299531228865594366a02518f9cf',142.94159,0.136,11,1.0,-13.524,134.455,104.943,4,1.0,1987
0.440904743307395,0.3614727865857683,,,b'Spade Cooley',0.0,b'0a49c552f7b397da958ab63d486b97c4',108.87791,2.067,2,0.413,-29.378,100.061,172.612,4,1.0,0
0.3503927172111238,0.2936687668447185,,,b'The Dreamtree Project',0.3277535954183684,b'efb06d7c5fedb07ab1f735db0a2621b5',798.1971,12.864,0,0.243,-16.183,786.471,134.291,4,0.417,2007
0.5144145542022819,0.4137576572523463,,,b'Dora The Explorer',0.5183405378823447,b'835936339c85347238f682afeb3699f5',59.95057,2.467,6,0.167,-6.167,56.779,106.298,4,0.992,0
0.6883324837888457,0.3415129690621649,30.2676,-97.74298,b'Sam Baker',,b'891735d16dd00250c1b59ae9809f863c',167.10485,0.121,7,0.358,-17.756,159.655,95.882,1,0.0,0
0.7890184885219758,0.5735545435144068,,,b'Iggy Pop',,b'4917fb87d9b6ba19bde5b779945c792c',294.3473,0.0,1,0.866,-12.66,294.347,119.121,4,0.919,0
0.6683706115518646,0.4575539098364933,-37.81753,144.96715,b'The Berzerker',0.5024496241245333,b'785157a4b712c55f1a3ca68e74c05eb4',105.45587,0.0,11,0.038,-6.952,101.013,86.5,4,1.0,2000
0.5599914150758433,0.3629029856488392,56.46137,-2.96761,b'Danny Wilson',0.0,b'6a369a10718e50cd0f66257c8ebe25d0',92.42077,4.319,9,0.669,-14.655,85.589,158.208,4,0.491,1987
0.5202049113174553,0.3615098021771518,37.16793,-95.84502,b'Jim Chappell',0.0,b'062103e7f248838b49e72939e4541896',227.36934,0.311,0,0.594,-14.893,211.911,126.052,1,0.0,1994
0.6297324888091065,0.3412658413564567,,,b'Solomon',,b'b1ee00410c1453e1ab72f8c3e3982cd7',37.48526,0.0,10,1.0,-27.239,37.485,110.647,1,0.619,0
0.6180027149087712,0.3494763271978497,,,b'Busdriver featuring Abstract Rude & Ellay Khule',0.5323894203091404,b'd291a46408a43d83033a191e33ac1729',255.63383,0.0,3,0.012,-12.09,228.769,114.895,4,0.804,2005
0.1041869865719754,0.0,37.77916,-122.42005,b'Farlow-Kirch Band',0.0,b'1566c2b8345497a5ba951213b6959e8b',220.13342,4.51,2,0.319,-9.851,216.723,187.495,4,0.134,0
0.4745812323409967,0.3212157259203765,,,b'Mick Hucknall',0.0,b'05ae5e2217827cd7b404931b2ad0b55a',406.93506,0.09,1,0.21,-10.452,382.264,107.398,1,0.872,0
0.5650898922038983,0.4485938026117836,,,b'4Him',0.4051157216913865,b'b3cc28bb40c612185100e7d1b75d4634',296.98567,2.003,0,0.456,-9.908,276.312,139.919,4,0.707,1995
0.5891748758775349,0.4422857823914656,,,b'Goldfish',0.212045405483719,b'3bb589f811c4fb0c0b5f197a06f70109',159.45098,0.0,9,0.0,-5.529,156.688,139.987,4,0.957,2007
0.7078399684415906,0.5324458709594074,,,b'Devo',,b'0c59757b502574dc0852fbc8ee036ba7',264.33261,0.076,2,0.67,-10.499,248.761,144.801,4,1.0,1984
0.5273391834991505,0.3105560831795257,,,b'Charlie Byrd',,b'02209d3182fe53fa00799407e0b72cb0',229.32853,0.148,0,0.675,-14.048,218.43,109.542,1,0.015,1991
0.585387198606353,0.4295136398014633,,,b'Pitch Black',,b'f675d434909788b6ad80a3c9e6276b45',377.36444,0.0,0,0.097,-6.597,370.149,130.957,4,0.0,0
0.4730388758251559,0.3511730126882522,,,b'Dr Bombay',0.4891334301607151,b'79aae2e00e37b23e4dc3654b8081f9c4',192.02567,3.024,9,0.543,-5.884,186.543,137.96,4,0.017,0
0.5981012031161406,0.426149700044638,,,b'Rude Boys',0.0,b'b929f307c003ef5a9a0cad1d2b8873d0',289.95873,0.315,10,0.466,-14.544,270.315,97.03,4,0.991,0
0.8038368259781824,0.5825753395977107,,,b'Janet Jackson',,b'472df9b2a992e8407c36ff06c89be0c3',263.02649,7.906,1,0.613,-7.006,251.31,114.024,4,1.0,2008
0.6242524993308587,0.4621901045907786,32.20049,-94.35887,b'Jim Reeves',0.3041695034352751,b'8ce006cb75ae07e79b58b7777e764d35',175.01995,0.165,11,1.0,-11.727,167.706,158.763,3,0.634,2000
0.6166981923598915,0.456080519823944,40.73197,-74.17418,b'Connie Francis',0.3775316449767025,b'03f2621a388772e29b712d7374462bf8',147.17342,0.305,6,0.824,-9.378,139.662,137.99,1,0.0,1959
0.8345640982768509,0.5533936630558898,,,b'Oasis',0.7021120626784101,b'd7f3d11fd562b29435e6c652d2228ab1',376.99873,7.506,7,0.013,-3.811,343.226,100.382,4,1.0,0
0.7390474237450853,0.5416025025152893,,,b'George Harrison',,b'16c2d7ac9c8d4bb12d21899181581885',238.602,0.229,7,0.643,-6.692,230.394,71.756,4,0.117,1981
0.7732718477461717,0.4296896292340641,29.95369,-90.07771,b'Goatwhore',,b'e21bc0289737f6284802ef715aeb992e',153.49506,0.183,0,0.56,-7.09,153.495,99.805,4,0.356,0
0.7411328018082258,0.5425339931632684,,,b'D.O.W.N.',0.0,b'579494e78fee471b4eba55bd65d24dce',350.11873,0.0,1,0.69,-7.063,350.119,109.791,4,0.468,0
0.7903679087935053,0.6154544615535558,,,b'The Police',,b'c073f6d2e63ee2da97305c02f3f1ff3e',137.45587,0.293,10,0.624,-11.636,131.454,159.106,4,0.574,1980
0.8627954137489581,0.6002824907473767,39.95227,-75.16237,b'The Roots',0.5834012310144627,b'886281760f111f38f0038c721e3e4c8b',340.40118,0.113,1,0.713,-10.345,333.351,98.008,4,0.582,0
0.6775501489283591,0.4921322209638422,,,b'This Is Hell',0.7339563305515494,b'334e4b2eae459721c7378b42814e55d9',119.7971,0.228,8,0.184,-5.261,112.205,150.006,4,0.0,2008
0.6480694652830665,0.4200010712509153,,,b'Non Phixion',0.5221315851245031,b'ab72933c4ee127205782fc57ba2f9395',222.56281,0.497,10,0.1,-5.724,202.461,96.093,4,1.0,1999
0.6290082258599237,0.3619179264135601,,,b'Les Bonapartes',0.2150803185092279,b'5015153368e6e057965f979b63808ad3',190.69342,0.0,11,0.0,-6.779,180.791,181.801,5,0.32,0
0.6820456916342974,0.3734642277637134,,,b'Test Icicles',,b'c5e55af8594ec50d294577aff33c8a15',216.45016,0.253,7,0.066,-2.756,208.515,174.942,4,0.196,2005
0.4066299030493948,0.0,,,b'Artie Fishel & The Promised Band',0.0,b'ac48f7680bc79c60ebca94e2c503d9c5',28.83873,0.897,7,0.093,-21.501,28.839,100.08,1,0.432,0
0.5965011880976211,0.353345469065532,40.71455,-74.00712,b'Michal',,b'4febf48e6e0f7eddd38c3a9916829192',217.39057,0.2,7,0.666,-6.553,211.226,149.897,4,0.783,0
0.6810844198440649,0.453371188064994,,,b'Beres Hammond',0.2150803185092279,b'34e11d11500ccc32ea41a9c8822770c9',193.07057,0.0,10,0.908,-15.998,176.414,170.114,4,0.363,0
0.5106602362805842,0.3337708451653926,,,b'Michael Gettel',,b'4c6d9a1a164b572aa9c48ee4ada1ffa9',232.77669,0.0,3,0.292,-22.42,217.977,103.3,4,0.525,1992
0.5760537226887968,0.3858780577405268,,,b'Maire Brennan',0.5317220984213001,b'25c9a6beb3c4fa19167a93548443b3a9',184.34567,0.334,7,0.153,-9.584,173.354,135.124,3,1.0,0
0.6665640069793988,0.4426700046442795,,,b'Flame',0.0,b'808a62f594811040c29ba9b87a6a9857',190.37995,0.0,8,0.122,-8.402,180.332,121.015,4,0.859,0
0.4258833216131893,0.3136477711071568,39.14465,-89.10827,b'Tex Williams',0.0,b'8c541ba5d0c0f620c3c4fe72301c4cf8',148.79302,0.16,8,0.782,-12.845,145.334,40.875,4,0.0,0
0.5337244769394693,0.3707476836905326,,,b'Fruko Y Sus Tesos',0.2297994800220444,b'db20ed672ec684e28f7716a2888af88a',189.88363,0.427,7,0.679,-8.445,185.429,106.449,4,0.603,0
0.5513111166062027,0.357663447690192,48.39023,-4.48622,b'Miossec',,b'00bed89c072118cee712a089dc2fc4c8',159.60771,0.392,9,0.802,-8.503,146.326,103.005,4,0.648,1995
0.427298292643884,0.3794914243468252,42.31256,-71.08868,b'Arthur Fiedler;Earl Wild;Pasquale Cardillo',0.0,b'f59bbb3bea79ea426bf11f438b213f61',976.56118,3.39,9,0.432,-19.303,970.641,127.579,4,0.457,0
0.8119530400982676,0.5789935486635668,51.11655,-0.18703,b'The Cure',,b'95e303c91e093391bc837cad4b957adb',232.48934,0.206,2,0.759,-11.199,223.893,85.006,1,0.0,2004
0.6900801237874965,0.4667756219262354,,,b'Soul Asylum',0.3041695034352751,b'9765562601bbcd750114e5af6a60d928',166.26893,0.18,11,0.169,-11.207,162.458,70.778,4,0.0,0
0.556693339701994,0.4012096424459824,,,b'Miranda Lee Richards',0.3041695034352751,b'06aa2ea27736145877c73f2611ef12af',243.722,2.038,0,0.609,-8.141,229.663,116.123,4,0.968,2001
0.7722926474184036,0.5421751655888957,,,b'Shaggy',,b'9ded712d9f2804f6605ea7f4f3b88539',187.03628,0.13,2,0.396,-5.252,183.211,114.318,3,1.0,0
0.0196308880798814,0.0,,,b'Sven Scholander',0.0,b'a9e581afdca4c4bb36c42142190131dd',191.42485,0.292,0,0.7,-18.283,184.715,113.01,1,0.0,0
0.5492829074585028,0.3475475805256747,-22.97673,-43.19508,b'Luiz Bonfa',,b'e391b1436e28a85bfdf4735fc51f10e7',192.78322,0.241,4,0.328,-14.05,189.486,124.842,1,0.0,2005
0.7765989678295455,0.4900795841834287,40.71455,-74.00712,b'Helmet',0.5445140018788506,b'e8e5dbce192a1d1e3075d206e8503807',206.94159,0.073,0,0.005,-3.568,203.395,112.77,4,0.806,2004
0.1974608421955418,0.0,,,b'Herbstrock',0.296758333468172,b'ede0ec00d4c289bd1ae0d84a539dfa6d',203.4673,0.0,8,0.468,-4.295,195.164,99.995,4,0.394,0
0.6929793396085266,0.5368622736318177,,,"b""K'Naan""",0.4830645596002331,b'988d1088ddce30aae4f33457bbd5b1b0',213.13261,0.0,3,0.0,-14.254,208.922,100.567,3,0.082,2007
0.3917413941481044,0.2912648117531004,,,b'Ram\xc3\xb3n Vargas',,b'b63f6b0668652b7ac6fe3b202f36dfba',642.92526,6.362,1,0.475,-21.908,636.894,155.641,7,0.632,0
0.3272331914161043,0.0637249864633374,,,b'Megadrums',,b'9346eab09912c40c80624913518699a7',104.64608,0.228,1,0.491,-18.922,100.322,118.087,3,1.0,0
0.3503237648886376,0.2693672951431881,,,b'Antonio Bribiesca',,b'019a93b61e805ffd2d767026b56cb2b4',151.92771,0.0,0,0.328,-12.705,146.065,108.635,4,0.273,0
0.7437924976420915,0.4726707410530066,,,b'Styles P',0.5359538016656614,b'4e7903028e2639a322981952d187332a',85.02812,0.223,6,0.36,-11.895,81.032,93.412,3,0.949,2002
0.5040063402602203,0.4112185252624311,43.7427,-84.62167,b'Commissioned',0.0,b'691888ee6b453df46f3ccf3aa918c2bd',235.72853,5.103,8,0.317,-13.644,227.689,124.066,4,0.822,0
0.552704814467477,0.3870083217942033,,,b'fIREHOSE',0.3831450201841379,b'c3b0711bee2973a6a1aca15a64c23171',122.64444,0.218,9,0.343,-15.855,112.373,108.489,4,0.509,1988
0.6911337286436193,0.5310501931797273,,,b'Harry Connick_ Jr.',0.5022112205508021,b'9f479f289b1ea1bab1783accf2bcc406',251.76771,0.142,0,0.466,-6.131,248.053,138.408,1,0.025,1994
0.4651246335882435,0.2981852512173217,43.7427,-84.62167,b'Sex Machine ft. Sh\xc3\xa8na',,b'1fa245efd7a4a54a704e9ab7a280c2f0',418.87302,0.102,10,0.622,-4.956,412.009,127.996,4,0.0,2006
0.3054661924647113,0.0353079471743981,,,b'Gloria De Haven',0.0,b'45b932c2a1d78719ebd946841a854c18',163.42159,0.165,2,0.74,-12.265,163.422,179.688,1,0.0,0
0.614345532119778,0.4065914766883161,43.1763,-76.27503,b'M.I.K.E.',,b'e6044d60b4d9d0a3ca470b76a965ea32',479.81669,0.0,9,0.0,-7.383,452.232,136.021,4,0.0,0
0.4858279673478768,0.3224245401487948,-1.9322,18.28471,b'Kanda Bongo Man',,b'bc0241ac60f1a7042d1218794fa1e545',500.6624,0.0,8,0.301,-12.602,492.251,131.444,4,0.897,0
0.5830496125438399,0.3640067137295025,39.73926,-89.50409,b'Pinch',0.5447509131829931,b'ad63ff8abb660dfb0f6266c4a475c5b6',288.39138,0.195,6,0.624,-10.411,277.374,70.047,4,1.0,0
0.5552772243406455,0.3952176870494936,,,b'Eason Chan',,b'e2b2251aae22c3c1ba55e8f1058c8e4e',241.44934,0.0,10,0.806,-13.294,238.231,81.999,4,0.456,0
0.6933279789975069,0.4194081411186336,42.33168,-83.04792,b'Jackie Wilson',,b'ecaa7be87d6c01c8c36562bf5b10d0d5',101.77261,0.0,10,0.32,-10.283,95.66,161.728,4,1.0,1958
0.4897124364921915,0.2510937403800684,48.20254,16.3688,b'Devanic',,b'42348fc069c4f1e8ec53ba92206f40f8',336.06485,0.0,4,0.034,-7.071,326.507,87.044,4,0.437,2006
0.5022450227955548,0.2159587031372573,41.88415,-87.63241,b'Young-Holt Unlimited',,b'1a58e6de056e09ef7f87c5da1abc6ba8',176.63955,0.089,2,0.77,-11.987,165.355,166.796,7,0.0,1970
0.604282094145912,0.4075390194461255,40.65507,-73.94888,b'The Tokens',,b'794c7e2bac48bde5ecb6505ed102accb',154.06975,2.159,0,0.523,-10.319,147.783,83.809,4,1.0,1994
0.4941316521876462,0.363566183221429,44.04992,-123.08854,b'Cadet',0.0,b'75c1273610087819e21e14814eec29e5',267.07546,0.0,7,1.0,-5.105,246.654,80.721,4,0.534,0
0.4124730423730093,0.3069763072258157,,,b'Gordon MacRae',,b'c075308f7da1373b08e9595c91cca259',470.9873,0.409,5,0.2,-14.563,464.411,133.017,3,0.97,0
0.4961526363780512,0.3635065157926745,,,b'Isabel Pantoja',0.239629097773637,b'19981fa539bba8d1e3057ad023898df9',220.94322,0.0,7,0.337,-6.451,207.999,73.811,5,0.641,0
0.4651246335882435,0.2981852512173217,43.7427,-84.62167,b'Sex Machine',0.0,b'db71068fc3e19a24130cdedfa4ed9688',148.47955,0.0,0,0.764,-2.972,145.56,170.167,4,0.044,0
0.4926695025615411,0.3313731698994171,,,b'Rishi Rich',,b'40f8aeb2641fc8464439e80735cfd41e',235.25832,0.194,6,0.07,-7.676,221.675,71.14,3,0.553,2006
0.4987584081140403,0.3584235861995601,38.03213,-78.47753,b'Bottom Of The Hudson',0.2150803185092279,b'05f1fb8360d2e25820a05e278bf5dd67',193.35791,0.287,3,0.642,-7.474,185.417,106.14,1,0.0,2005
0.573612399374637,0.3722512079300645,,,b'The Roches',0.0,b'2fd2cb07a6e01d29081a09dc384f310b',165.98159,0.16,0,0.417,-20.394,160.02,34.335,4,0.0,1980
0.2292644307373896,0.0,,,b'Mich\xc3\xa8le Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti',,b'0217e32918f05b4095129a603d1bbd85',225.30567,2.63,10,0.843,-36.577,209.072,39.187,4,0.0,0
0.9473275066349643,0.6072572795814319,34.05349,-118.24532,b'Britney Spears',,b'3f7661274598507f679aad05657be169',530.12853,0.189,0,0.652,-5.432,517.613,130.012,4,0.17,2007
0.5834430235496894,0.3857876145843115,18.01571,-76.79731,b'Delroy Wilson',0.0,b'40f4b7f0903001c864faa97fd2e3143b',191.99955,0.142,7,0.239,-8.045,181.278,147.791,4,0.309,0
0.0440346812128532,0.0,,,b'Samba Enredo',,b'2ab88984246cb56dddce541dbece6908',202.05669,0.589,9,0.241,-10.415,194.02,139.344,4,0.0,0
0.3600311664643514,0.2962689543114633,35.21962,-80.01955,b'JennyAnyKind',0.0,b'ab1640def6825dda216d85acd642daa8',326.79138,3.175,10,0.552,-10.854,307.908,150.243,4,0.175,2003
0.5580077519194866,0.414780659073497,-41.28054,174.76714,b'Rhian Sheehan',0.0,b'01dc31055dd3a18b0a73a1bd5bfcd376',38.922,0.0,0,0.572,-18.406,38.922,83.412,1,0.74,2004
0.4713579783501503,0.2830270886233,,,b'Gerald Clayton',0.3589765264395974,b'6ae5473f6f95587a8f6287f51c6be4ac',329.37751,0.0,10,0.287,-16.849,318.537,94.978,3,0.622,2009
0.6042965872663661,0.437987748288433,,,b'Blackfoot',0.5565411035048553,b'3ad28dd8b4f229129ab423f7128922c9',316.99546,0.0,11,0.552,-12.377,299.816,123.415,4,0.0,0
0.5117436649141278,0.4146313685092305,,,b'Kyle Eastwood',0.4454545254934259,b'2680cf678185fb73c62309cd6d471534',441.7824,0.179,10,0.549,-12.712,428.083,115.212,4,0.102,2009
0.535712478985484,0.4004504562214498,36.16778,-86.77836,b'Dottie Rambo_ The Whites',,b'275cbd84d0d0f6c3504faed2786e88bb',130.29832,0.0,2,0.137,-7.157,120.332,103.014,4,0.979,0
0.586948318407825,0.4320540789901935,40.71455,-74.00712,b'Maria Muldaur',0.0,b'a36cc20718087631bcfaebb838ad9482',288.41751,0.421,9,0.629,-10.861,278.46,146.936,4,0.161,0
0.4193202487520501,0.3387812451115302,30.9742,-91.52382,b'Little Freddie King',0.3578190535254165,b'39aa3619299f0f704647d7e26240b21d',229.04118,0.363,9,0.228,-10.491,226.302,130.58,1,0.0,0
0.5817531364935757,0.3723355158443435,35.21962,-80.01955,b'Stickboy',,b'4905a3479941fe0163c1ccff10df1432',67.52608,0.0,6,0.421,-6.047,63.925,180.287,1,0.0,0
0.5986436958579509,0.3109209626445081,,,b'Wild Horses',0.2537617074077558,b'cd612aa66231ef6298049d2bad876020',174.18404,0.462,2,0.517,-7.458,158.778,103.047,4,0.0,0
0.4965930646067649,0.351449540734319,-24.9162,133.39311,"b""The Cat's Miaow""",,b'6ce18aed58568df8bf73b6907783fd10',125.25669,0.444,4,0.941,-13.386,119.931,146.909,4,0.0,1997
0.4506459971150351,0.3315347514153216,37.82245,-85.69091,b'Grandpa Jones',,b'e1dfdb55e7e8da34a44a2c78a97367a6',139.78077,0.415,4,1.0,-11.901,133.689,129.391,4,0.0,1995
0.3460734761458812,0.2473593191999589,,,b'Br\xc3\xb6derna Djup',,b'e9105f35fdd07da1920dff3038102977',114.1024,0.212,5,0.352,-9.619,107.108,199.675,4,0.653,0
0.6180027149087712,0.3494763271978497,,,b'Busdriver',,b'154e7e7be1563f93ebfaae4570542c4f',223.68608,0.188,11,0.025,-7.331,211.702,130.129,4,0.015,2007
0.4028001989899977,0.3668472075699554,,,b'DJ Rashad',,b'4774ef7d1ce01f3571aa7ac4b2279a20',306.59873,0.0,11,0.461,-8.656,306.599,160.046,4,0.687,0
0.7963370594985002,0.5829215764506247,,,b'Alice In Chains',0.8183943797163769,b'1bca3d3174c84c8e385c8d612d85af2a',230.60853,0.073,8,0.913,-4.438,226.667,124.144,4,0.352,1992
0.698323122106975,0.5314367365425635,,,b'Juelz Santana',0.7339167070478773,b'45133fd6266665bcc6580d1cf0f22c7a',233.92608,0.0,11,0.623,-4.148,224.438,99.742,5,0.857,2005
0.6446933186985118,0.2559413156234322,,,b'Curtis',,b'78d961263dfc25948f43fb3379c305b4',256.62649,0.651,7,0.533,-8.05,249.539,103.377,4,0.719,0
0.5557309181822063,0.3528681335621232,,,b'Chelsea',,b'57525a6aa29cbf51c7dc02803ad9779c',301.71383,0.0,11,0.607,-9.869,295.439,86.727,4,0.667,1979
0.9339161063701852,0.7786735791842135,40.8079,-73.9454,b'Alicia Keys',0.6844729420229011,b'62c530e99c6bc8a37b5ef632a0225740',183.43138,0.0,1,0.477,-9.74,173.894,105.775,4,0.986,2003
0.7483207030670265,0.5458659170701919,31.1689,-100.07715,b'Selena',0.5333708783158672,b'c86caf09f117c9716bd2772367c78fba',225.17506,0.102,11,0.005,-7.572,222.36,90.971,4,0.207,0
0.5814752192996689,0.2983770391568912,42.84751,-2.67973,b'Alex Ubago',0.4081108835105221,b'78308da825edd579a41de1642581f11c',201.09016,4.505,9,0.671,-8.205,189.817,96.7,7,0.81,2003
0.6022640474274863,0.4405775303237883,34.05349,-118.24532,b'Shifty',0.5944833786044303,b'20933a027954d959e663e328719627a9',192.91383,0.0,3,0.0,-5.295,179.409,163.884,4,0.337,2004
0.5737198552868119,0.3773829172606488,40.71455,-74.00712,b'Martin Denny',,b'53f4bf42432abb565bd3319f5962deb1',144.71791,0.061,3,0.328,-17.306,134.989,125.052,1,0.0,1996
0.4880088818032521,0.3140117898326241,42.33168,-83.04792,b'Rance Allen Group',0.0,b'154e40bd44d6545fcd110933272b8391',252.36853,0.423,2,0.799,-12.48,246.143,163.381,4,0.134,0
0.671596269848304,0.4810242392118726,34.03142,-93.50243,b'Glen Campbell',,b'f7a745162e3a0f686feff63130921b68',202.70975,0.171,1,1.0,-8.472,192.279,152.082,3,0.697,0
0.6632319848008446,0.4937110766426872,,,b'Conway Twitty',0.2291441037166027,b'6f1ee21126cee05332a6995c0fb2eb9e',157.12608,0.306,9,0.426,-14.626,148.399,89.71,1,0.811,0
0.5732431946612826,0.3829616582336733,,,b'The Plimsouls',0.50806750599163,b'91040f377144b2acb725a1e61c9dda20',147.9571,0.0,4,0.342,-7.842,147.957,123.452,4,1.0,1981
0.9160582384829288,0.5354083792298137,,,b'Lily Allen',,b'2784400d73be9af95fdc01e2ff0555c9',234.1873,0.219,5,0.041,-7.794,225.982,99.982,4,0.926,2009
0.4320747960152752,0.2993927871977536,,,b'Tyrone Taylor',,b'e34cb99f9b63a9f97a69511aec2ba8d2',229.35465,0.0,7,0.396,-4.268,224.972,91.995,4,0.188,0
0.5709001037765814,0.3932927114415497,34.05349,-118.24532,b'Bobby Hutcherson',0.26586104921065,b'58a8fcf05dffa7551babb80b33fa96ab',349.72689,0.241,7,0.495,-12.939,320.284,86.446,5,0.486,1967
0.6407573172181437,0.4512192368908361,,,"b""K's Choice""",0.6675061388345216,b'd944b79d8ea576cd9717a6b7494298f5',252.83873,0.444,2,0.832,-6.575,247.188,87.495,4,0.785,1995
0.6064738499245804,0.0,,,b'Will To Will',,b'191d2f737eb777d4c63b3428ec7ca692',508.65587,0.104,0,0.771,-18.495,495.496,129.818,4,0.0,0
0.6364236449500698,0.4479354804795022,43.64856,-79.38533,b'Blue Rodeo',0.4733465411087876,b'0a3faf57464eff115a2af90ad9cfe810',213.34159,0.0,2,0.601,-5.972,202.739,189.068,4,0.618,2005
0.4708280362746684,0.3504766308393098,,,b'Paul Cantelon',,b'e0a056e4b9c2339cb85c2018d9dfa056',146.442,2.026,0,0.875,-20.178,135.494,130.183,3,1.0,2008
0.0369289096836859,0.1572076939896,,,b'Rincon Morales',0.0,b'19c04f08906b4c428b0ce33cd8f24146',197.0673,0.261,11,0.546,-10.325,193.765,65.316,1,0.0,0
0.7126621633671405,0.430697046289081,,,b'K-OS',,b'd3d9ac6bbeb43465cbefcaa3d0125295',214.17751,0.391,9,0.718,-6.956,202.919,88.282,4,0.059,0
0.6823551244526316,0.3936423099322644,,,b'Junior Jack',,b'4908bcb56bec91d3c1f08240641a2a9a',482.55955,0.2,7,0.722,-11.985,444.685,0.0,3,1.0,2002
0.7999108788260848,0.5357631577199824,,,b'Hot Chip',,b'cb31a2c2f3dd0d0d2a7a4135212fb8dc',202.10893,0.322,11,0.472,-5.087,202.109,128.988,4,0.214,2008
0.8723255970176356,0.5358910429591184,,,b'Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx',0.2538347361322313,b'178835aafc86bec79e899ff5ca7b463e',318.79791,0.0,9,0.007,-13.135,310.886,125.827,7,0.313,2009
